stationId,stationLatitude,stationLongitude,avg(parkingBike/rackTotCnt)
ST-1437,37.56439972,126.99143219,0.0
ST-1438,37.54988861,127.00734711,0.0
ST-1439,37.56217194,127.00626373,0.0
ST-1442,37.52365112,126.97026825,0.0
ST-1443,37.52960968,126.96887207,0.0
ST-1452,37.58034897,127.09265137,0.0
ST-1457,37.59336090,126.99909210,0.0
ST-1459,37.60404587,127.02265930,0.0
ST-146,37.56816483,126.98497772,0.0
ST-1461,37.68400955,127.04579163,0.0
ST-1462,37.68759155,127.04550171,0.0
ST-1463,37.68762970,127.04221344,0.0
ST-1465,37.66297913,127.04193878,0.0
ST-1468,37.65224075,127.03706360,0.0
ST-1471,37.63885880,127.04117584,0.0
ST-1473,37.65045929,127.08088684,0.0
ST-1475,37.64818954,127.08048248,0.0
ST-1480,37.64366150,126.91455841,0.0
ST-1484,37.61442947,126.93257904,0.0
ST-1487,37.60903168,126.93467712,0.0
ST-1488,37.60890961,126.93241882,0.0
ST-1489,37.64208984,126.92941284,0.0
ST-149,37.57770538,126.99178314,0.0
ST-1490,37.64339447,126.93213654,0.0
ST-1492,37.55812836,126.95620728,0.0
ST-1499,37.51472092,126.85919952,0.0
ST-15,37.54787064,126.92353058,0.0
ST-1503,37.52474213,126.87766266,0.0
ST-1505,37.53102875,126.87589264,0.0
ST-151,37.57019806,126.99125671,0.0
ST-1511,37.55661392,126.85116577,0.0
ST-1515,37.57247162,126.80616760,0.0
ST-152,37.56146240,126.99311066,0.0
ST-154,37.57095718,126.99712372,0.0
ST-1544,37.48815918,126.96647644,0.0
ST-1547,37.46709442,126.94932556,0.0
ST-1549,37.48751068,126.92778778,0.0
ST-155,37.57106781,126.99819183,0.0
ST-1554,37.50381088,127.02136230,0.0
ST-1557,37.47909164,126.99067688,0.0
ST-1561,37.47598648,127.05962372,0.0
ST-1562,37.47447205,127.05545044,0.0
ST-1563,37.47200012,127.05133820,0.0
ST-1565,37.47929001,127.05573273,0.0
ST-1566,37.48574066,127.05104828,0.0
ST-1568,37.50811005,127.03945160,0.0
ST-157,37.58156967,127.00178528,0.0
ST-1573,37.48871994,127.07453918,0.0
ST-1574,37.49180984,127.07315826,0.0
ST-1576,37.51757050,127.02364349,0.0
ST-1578,37.47734070,127.11327362,0.0
ST-1586,37.50920105,127.10411835,0.0
ST-1588,37.51987839,127.13671112,0.0
ST-1589,37.50693893,127.13922119,0.0
ST-159,37.57543182,127.00498199,0.0
ST-1593,37.55644989,127.15682220,0.0
ST-1598,37.55580902,127.17374420,0.0
ST-16,37.54920197,126.92320251,0.0
ST-160,37.57403564,127.00672150,0.0
ST-1601,37.56179047,127.02439117,0.0
ST-1605,37.57123947,127.00440979,0.0
ST-1606,37.57114029,127.00067139,0.0
ST-1607,37.57035828,126.98638153,0.0
ST-161,37.57330704,127.00070953,0.0
ST-1610,37.57131958,127.00720978,0.0
ST-1611,37.56989288,126.97756958,0.0
ST-1614,37.62038040,127.01367950,0.0
ST-1616,37.56014633,127.02635956,0.0
ST-1617,37.55477905,127.02484131,0.0
ST-1618,37.56068039,127.02677917,0.0
ST-1619,37.57436371,126.97236633,0.0
ST-162,37.56918335,127.00988007,0.0
ST-1622,37.55107880,127.16259766,0.0
ST-1623,37.55348206,127.16505432,0.0
ST-1634,37.59453964,126.99520874,0.0
ST-1636,37.58644485,127.03160095,0.0
ST-1638,37.64519882,127.03298187,0.0
ST-1642,37.66070938,127.06533051,0.0
ST-1643,37.57490921,126.92614746,0.0
ST-1644,37.56962967,126.93331146,0.0
ST-1646,37.56290054,126.84947205,0.0
ST-1650,37.51821136,126.90222931,0.0
ST-1658,37.47064972,127.12711334,0.0
ST-1659,37.55089188,127.04476166,0.0
ST-1661,37.54013824,127.06928253,0.0
ST-1662,37.55915833,127.08751678,0.0
ST-1664,37.54848862,127.09375763,0.0
ST-1668,37.56634521,126.98229218,0.0
ST-167,37.58507919,126.97061920,0.0
ST-1670,37.55686188,126.97561646,0.0
ST-1674,37.60232925,126.90654755,0.0
ST-1675,37.55659103,126.94618988,0.0
ST-1676,37.55302048,126.81836700,0.0
ST-1679,37.49206161,127.03074646,0.0
ST-1680,37.49959946,127.03375244,0.0
ST-1683,37.51045227,127.10640717,0.0
ST-1685,37.48871994,127.10982513,0.0
ST-1689,37.56024170,126.82716370,0.0
ST-1690,37.54124832,127.06604004,0.0
ST-1695,37.57844925,126.79897308,0.0
ST-1702,37.48949051,126.94592285,0.0
ST-1703,37.47296906,127.11222839,0.0
ST-1706,37.50186157,127.11723328,0.0
ST-171,37.57650757,127.00245667,0.0
ST-1715,37.56254959,126.82743835,0.0
ST-1716,37.49704742,127.14035034,0.0
ST-1717,37.49618149,127.13803101,0.0
ST-1719,37.51665878,127.11625671,0.0
ST-172,37.57714462,127.00205994,0.0
ST-1720,37.51625824,127.13059235,0.0
ST-1721,37.54650116,126.98094940,0.0
ST-1724,37.61864090,127.03623962,0.0
ST-1727,37.56917953,126.81944275,0.0
ST-1728,37.50471115,127.08756256,0.0
ST-173,37.58250046,126.99853516,0.0
ST-1733,37.51232910,126.88683319,0.0
ST-1735,37.48303986,127.02146149,0.0
ST-1736,37.54394913,126.88346100,0.0
ST-1740,37.62818909,127.08210754,0.0
ST-1751,37.58216095,126.89492798,0.0
ST-1752,37.60351181,126.96206665,0.0
ST-1754,37.57012177,126.88134766,0.0
ST-1755,37.58456039,126.98219299,0.0
ST-1759,37.58760452,126.98359680,0.0
ST-1760,37.55137253,127.07444000,0.0
ST-1761,37.55989075,126.97149658,0.0
ST-1766,37.54903412,127.15605164,0.0
ST-1767,37.55364990,127.15622711,0.0
ST-1768,37.55641556,126.96919250,0.0
ST-1769,37.56211090,126.97071838,0.0
ST-1770,37.55760193,126.97257996,0.0
ST-1772,37.56584167,126.97981262,0.0
ST-1773,37.56221390,126.98086548,0.0
ST-1775,37.55923080,126.98014069,0.0
ST-1776,37.55974579,126.98000336,0.0
ST-1777,37.56035995,126.98265076,0.0
ST-1779,37.56605148,126.99798584,0.0
ST-1780,37.56629944,127.00849152,0.0
ST-1781,37.56764984,127.01181030,0.0
ST-1782,37.56443024,127.00995636,0.0
ST-1785,37.55937576,127.00602722,0.0
ST-1786,37.55432129,127.01070404,0.0
ST-1788,37.55994034,127.01847839,0.0
ST-1790,37.55614853,126.97742462,0.0
ST-1791,37.55677032,126.97319794,0.0
ST-1792,37.52629852,127.10949707,0.0
ST-1793,37.50004959,127.11151123,0.0
ST-1795,37.52515793,127.11694336,0.0
ST-1799,37.57660675,127.00556946,0.0
ST-1800,37.56950760,126.96701050,0.0
ST-1801,37.57185364,127.00235748,0.0
ST-1802,37.57455063,126.97055054,0.0
ST-1803,37.57407761,126.97590637,0.0
ST-1804,37.57580566,126.98339081,0.0
ST-1808,37.57070160,126.99481201,0.0
ST-1809,37.57031250,126.99454498,0.0
ST-1810,37.57320023,126.99796295,0.0
ST-1811,37.57117462,127.00222778,0.0
ST-1812,37.57146072,127.01078796,0.0
ST-1815,37.57998657,127.01506042,0.0
ST-1816,37.58194733,126.99736786,0.0
ST-1817,37.58327484,126.99885559,0.0
ST-1818,37.58385468,127.00185394,0.0
ST-1819,37.58479691,126.99713135,0.0
ST-1820,37.57583618,127.00069427,0.0
ST-1823,37.57501602,126.95755005,0.0
ST-1824,37.57666779,126.95584869,0.0
ST-1825,37.59512711,126.96349335,0.0
ST-1827,37.60950089,126.95668030,0.0
ST-1828,37.60760117,126.95768738,0.0
ST-1829,37.56999207,126.98834229,0.0
ST-183,37.57202911,126.96078491,0.0
ST-1832,37.55568695,127.15991211,0.0
ST-1833,37.55486298,127.15372467,0.0
ST-1835,37.54683685,127.14916229,0.0
ST-1838,37.53620529,127.13256073,0.0
ST-1839,37.52197647,127.13362122,0.0
ST-1840,37.56184387,127.17084503,0.0
ST-1842,37.53699875,127.12953186,0.0
ST-1843,37.52956009,127.14900970,0.0
ST-1844,37.56036758,127.15659332,0.0
ST-1845,37.55456924,127.14587402,0.0
ST-1846,37.55059814,127.14545441,0.0
ST-1847,37.55217361,127.14429474,0.0
ST-1849,37.56060028,127.14669800,0.0
ST-1852,37.49553680,127.10720062,0.0
ST-1853,37.49569321,127.12385559,0.0
ST-1856,37.48521805,127.11540222,0.0
ST-1857,37.50786591,127.11698914,0.0
ST-186,37.55887222,127.00553894,0.0
ST-1860,37.47817993,127.14710236,0.0
ST-1861,37.47721100,127.13717651,0.0
ST-1862,37.51129532,127.08673859,0.0
ST-1863,37.48602676,127.13369751,0.0
ST-1865,37.52681351,127.11814880,0.0
ST-1866,37.50550461,127.10657501,0.0
ST-187,37.55429459,127.01119995,0.0
ST-1870,37.50544357,127.13233185,0.0
ST-1872,37.49577332,127.12458038,0.0
ST-1873,37.50883102,127.13426208,0.0
ST-1874,37.51202011,127.12864685,0.0
ST-1876,37.50057983,127.11884308,0.0
ST-1878,37.52480316,127.11463928,0.0
ST-1879,37.49095917,127.05498505,0.0
ST-188,37.55585861,127.01385498,0.0
ST-1881,37.49667358,127.05342865,0.0
ST-1883,37.50799942,127.04524994,0.0
ST-1884,37.51393509,127.05982208,0.0
ST-1885,37.51430893,127.05970001,0.0
ST-1886,37.49689484,127.07013702,0.0
ST-1887,37.50467300,127.02579498,0.0
ST-1890,37.46341324,127.10226440,0.0
ST-1891,37.46461868,127.10684967,0.0
ST-1892,37.46829605,127.10469818,0.0
ST-1893,37.48485184,127.05837250,0.0
ST-1895,37.52745438,127.04042816,0.0
ST-1896,37.50024414,127.03605652,0.0
ST-1898,37.48886490,127.05157471,0.0
ST-1899,37.50364304,127.01602173,0.0
ST-19,37.54773331,126.93176270,0.0
ST-190,37.56371689,127.01842499,0.0
ST-1900,37.49892807,127.02472687,0.0
ST-1902,37.48768234,127.02478790,0.0
ST-1905,37.49619293,127.02101135,0.0
ST-1907,37.50637817,127.01039124,0.0
ST-1909,37.50735092,127.00801849,0.0
ST-1912,37.50296021,126.99359894,0.0
ST-1917,37.47820282,127.00878143,0.0
ST-1918,37.48087692,127.01452637,0.0
ST-1919,37.45563126,127.08097839,0.0
ST-192,37.55721664,126.97300720,0.0
ST-1922,37.48257065,127.03643799,0.0
ST-1925,37.43097687,127.07033539,0.0
ST-1926,37.50508881,127.02391052,0.0
ST-1927,37.49122238,126.98295593,0.0
ST-1928,37.51654053,127.01914978,0.0
ST-193,37.56980515,127.01695251,0.0
ST-1930,37.51959229,127.01319122,0.0
ST-1931,37.44652557,126.90023804,0.0
ST-1939,37.44785309,126.90288544,0.0
ST-194,37.55599976,126.97335815,0.0
ST-1940,37.45901871,126.89671326,0.0
ST-1942,37.49908447,126.86327362,0.0
ST-1943,37.47756195,126.81976318,0.0
ST-1944,37.47737503,126.82001495,0.0
ST-1951,37.48009491,126.82248688,0.0
ST-1952,37.47983170,126.82275391,0.0
ST-1953,37.47937012,126.82546997,0.0
ST-1956,37.47473145,126.81700897,0.0
ST-1957,37.47989655,126.84037018,0.0
ST-196,37.55853271,127.00698853,0.0
ST-1969,37.52863693,126.91267395,0.0
ST-197,37.55519867,127.01004791,0.0
ST-1970,37.52750778,126.91429901,0.0
ST-1971,37.53179169,126.92245483,0.0
ST-1979,37.52555466,126.88587189,0.0
ST-198,37.56584930,127.01640320,0.0
ST-1980,37.54185104,126.89380646,0.0
ST-1981,37.50313568,126.91007996,0.0
ST-1982,37.50438309,126.90808868,0.0
ST-1984,37.49636459,126.90824890,0.0
ST-1987,37.53266525,126.91376495,0.0
ST-1988,37.51987457,126.93881989,0.0
ST-1989,37.52166367,126.93087769,0.0
ST-199,37.55978012,126.96850586,0.0
ST-1991,37.50013733,126.91397858,0.0
ST-1994,37.53566742,126.88158417,0.0
ST-1998,37.52825928,126.86426544,0.0
ST-1999,37.54670715,126.87457275,0.0
ST-20,37.55706024,126.92442322,0.0
ST-200,37.55720139,126.95566559,0.0
ST-2000,37.54950714,126.86721802,0.0
ST-2002,37.53874207,126.88568115,0.0
ST-2004,37.51797104,126.84153748,0.0
ST-2008,37.51167297,126.83274078,0.0
ST-2009,37.52223969,126.86176300,0.0
ST-2010,37.51501846,126.87223816,0.0
ST-2015,37.52760696,126.84875488,0.0
ST-2016,37.52490616,126.86978912,0.0
ST-2019,37.60627365,126.96832275,0.0
ST-2021,37.56440353,126.84922028,0.0
ST-2026,37.57131958,126.84166718,0.0
ST-2030,37.55335236,126.83104706,0.0
ST-2037,37.56320572,126.83936310,0.0
ST-2038,37.56188202,126.83915710,0.0
ST-2039,37.53302002,126.87789917,0.0
ST-2041,37.56848526,126.83856964,0.0
ST-2042,37.56883621,126.83563232,0.0
ST-2043,37.56722260,126.83438873,0.0
ST-2051,37.56493759,126.81935883,0.0
ST-2052,37.56229401,126.82395172,0.0
ST-2053,37.56668854,126.82469940,0.0
ST-2055,37.53139496,126.84719086,0.0
ST-2061,37.62322235,127.06702423,0.0
ST-2066,37.66521454,127.06613922,0.0
ST-207,37.55295563,126.93434143,0.0
ST-2071,37.64816284,127.07898712,0.0
ST-2072,37.63475037,127.06991577,0.0
ST-2073,37.63074875,127.05310822,0.0
ST-2074,37.62000275,127.05856323,0.0
ST-2077,37.65887070,127.07191467,0.0
ST-2078,37.63815689,127.07326508,0.0
ST-208,37.55568695,126.90554810,0.0
ST-2081,37.63489914,127.07767487,0.0
ST-2082,37.63354874,127.07911682,0.0
ST-2084,37.63893127,127.07378387,0.0
ST-2085,37.63999557,127.06657410,0.0
ST-2086,37.65103531,127.06871033,0.0
ST-2088,37.65039062,127.05219269,0.0
ST-2089,37.66527176,127.04314423,0.0
ST-209,37.55632401,126.89709473,0.0
ST-2091,37.66623306,127.04331970,0.0
ST-2094,37.66627121,127.04598999,0.0
ST-2095,37.68826675,127.04889679,0.0
ST-2096,37.65212250,127.04170227,0.0
ST-2098,37.66156006,127.04722595,0.0
ST-2099,37.64689636,127.03343201,0.0
ST-210,37.56469727,126.91261292,0.0
ST-2100,37.64370346,127.03204346,0.0
ST-2101,37.65144730,127.04470825,0.0
ST-2102,37.65568542,127.01338196,0.0
ST-2103,37.65727997,127.01375580,0.0
ST-2105,37.69232178,127.04839325,0.0
ST-2106,37.66562271,127.03108978,0.0
ST-2107,37.65533829,127.04241943,0.0
ST-2109,37.64929581,127.03540039,0.0
ST-2111,37.65107727,127.03591156,0.0
ST-2114,37.66200256,127.02806854,0.0
ST-2116,37.65796661,127.03009033,0.0
ST-2117,37.65805054,127.03575897,0.0
ST-2118,37.65504456,127.03829956,0.0
ST-2119,37.65134811,127.03472900,0.0
ST-212,37.56829453,126.91504669,0.0
ST-2120,37.65128708,127.04554749,0.0
ST-2124,37.64686203,127.00881195,0.0
ST-2126,37.63520432,127.03396606,0.0
ST-2127,37.63539124,127.03455353,0.0
ST-2130,37.62552643,127.03732300,0.0
ST-2133,37.64959717,127.01384735,0.0
ST-2134,37.63561249,127.02299500,0.0
ST-2135,37.61651611,127.01837158,0.0
ST-2136,37.64793396,127.01457214,0.0
ST-214,37.55300140,126.95668793,0.0
ST-2148,37.58320236,126.88276672,0.0
ST-215,37.57125854,126.96047974,0.0
ST-2150,37.57597733,126.88806915,0.0
ST-2152,37.55657578,126.92885590,0.0
ST-2153,37.54724503,126.93502808,0.0
ST-2155,37.55030823,126.94618988,0.0
ST-2156,37.55175400,126.91230011,0.0
ST-2158,37.56183243,126.92311859,0.0
ST-2159,37.56300354,126.90469360,0.0
ST-216,37.55695343,126.94634247,0.0
ST-2161,37.54554749,126.95679474,0.0
ST-2162,37.55076218,126.94935608,0.0
ST-2163,37.56624603,126.90218353,0.0
ST-2164,37.57948685,126.88739014,0.0
ST-2168,37.55829620,126.92538452,0.0
ST-2169,37.55342865,126.93379211,0.0
ST-217,37.55754852,126.95938110,0.0
ST-2170,37.54603958,126.92672729,0.0
ST-2171,37.53452301,126.97750092,0.0
ST-2175,37.54047775,126.95811462,0.0
ST-2177,37.52856827,126.96569061,0.0
ST-2178,37.53872681,127.00154877,0.0
ST-2179,37.52272415,126.97277069,0.0
ST-2182,37.53440857,126.98689270,0.0
ST-2184,37.52074814,126.97082520,0.0
ST-2187,37.52177048,126.97700500,0.0
ST-2189,37.54079437,126.99784851,0.0
ST-2190,37.55154800,126.97686005,0.0
ST-2192,37.53722000,126.96501923,0.0
ST-2193,37.59805679,126.94924927,0.0
ST-2194,37.59293365,126.94129181,0.0
ST-2196,37.58221054,126.95016479,0.0
ST-2197,37.57386017,126.95829773,0.0
ST-2198,37.56046295,126.96552277,0.0
ST-2199,37.57220459,126.95974731,0.0
ST-22,37.54524231,126.93411255,0.0
ST-2200,37.56145477,126.95574951,0.0
ST-2201,37.55550385,126.93720245,0.0
ST-2202,37.56406784,126.94532776,0.0
ST-2203,37.56026459,126.93645477,0.0
ST-2205,37.56983566,126.91809082,0.0
ST-2206,37.57065201,126.91298676,0.0
ST-2208,37.57238770,126.91510773,0.0
ST-2209,37.57812119,126.92175293,0.0
ST-221,37.57447815,126.91004944,0.0
ST-2211,37.58334351,126.92274475,0.0
ST-2214,37.57626343,126.91132355,0.0
ST-2215,37.57456207,126.91799164,0.0
ST-2216,37.57215881,126.92118835,0.0
ST-2217,37.59186172,126.94421387,0.0
ST-2218,37.55711365,126.94881439,0.0
ST-2219,37.56131744,126.96658325,0.0
ST-2221,37.60935974,127.01817322,0.0
ST-2224,37.59109497,127.00377655,0.0
ST-2227,37.59415817,127.01896667,0.0
ST-2229,37.59088135,127.01170349,0.0
ST-2233,37.59709930,127.02262878,0.0
ST-2234,37.59802628,127.02140808,0.0
ST-2235,37.60241699,127.01971436,0.0
ST-2238,37.61210251,127.03659058,0.0
ST-2239,37.51729584,126.95914459,0.0
ST-224,37.57946014,126.91712952,0.0
ST-2241,37.63734818,126.93584442,0.0
ST-2242,37.62672043,126.92901611,0.0
ST-2245,37.63310242,126.93150330,0.0
ST-2247,37.59186172,126.90608215,0.0
ST-2249,37.63515091,126.92047882,0.0
ST-2254,37.61440277,126.92679596,0.0
ST-2255,37.62203979,126.92700958,0.0
ST-2256,37.63425446,126.92719269,0.0
ST-2258,37.62083054,126.92026520,0.0
ST-226,37.57300186,126.90779877,0.0
ST-2261,37.63028717,126.91956329,0.0
ST-2262,37.61050797,126.93853760,0.0
ST-2263,37.63140869,126.92540741,0.0
ST-2273,37.58407974,127.03103638,0.0
ST-2275,37.57202530,127.07700348,0.0
ST-2277,37.58015060,127.04579926,0.0
ST-2279,37.57787704,127.06168365,0.0
ST-228,37.56472397,126.96727753,0.0
ST-2280,37.59238434,127.05741119,0.0
ST-2282,37.59385300,127.07507324,0.0
ST-2284,37.57407761,127.08500671,0.0
ST-2287,37.61882401,127.08757019,0.0
ST-2288,37.61362076,127.10115051,0.0
ST-2290,37.60982132,127.07813263,0.0
ST-2295,37.59581375,127.08283997,0.0
ST-2297,37.58979416,127.07985687,0.0
ST-2298,37.57598495,127.07960510,0.0
ST-2299,37.59832764,127.09226990,0.0
ST-23,37.54976654,126.93317413,0.0
ST-230,37.56477737,126.96614838,0.0
ST-2300,37.58105469,127.08209229,0.0
ST-2302,37.53680038,127.09083557,0.0
ST-2303,37.54707336,127.09828949,0.0
ST-2309,37.53809738,127.08901978,0.0
ST-2310,37.54434967,127.06540680,0.0
ST-2312,37.55133820,127.07671356,0.0
ST-2316,37.53338623,127.07556915,0.0
ST-2318,37.54788971,127.06745148,0.0
ST-2321,37.54798889,127.06950378,0.0
ST-2327,37.55657959,127.04335785,0.0
ST-2328,37.55561066,127.04327393,0.0
ST-2329,37.56438065,127.02886963,0.0
ST-233,37.55996704,126.96246338,0.0
ST-2330,37.54695892,127.04766846,0.0
ST-2334,37.54195786,127.04277039,0.0
ST-2335,37.56597900,127.04311371,0.0
