GU,SQ1_2,AQ1_1,AQ1_2,AQ1_3,AQ1_4,AQ2_1,AQ2_2,AQ2_3,AQ2_4,AQ2_5,AQ3,AQ4,AQ7_1,AQ7_2,AQ7_3,AQ7_4,AQ23_1,AQ23_2,AQ23_3,AQ23_4,AQ30_1,AQ30_2,AQ30_3,AQ30_4,AQ30_5,DEW2,wtb1
350,1,2,3,2,2,2,4,2,3,2,3,2,2,5,3,2,5,4,4,3,8,7,6,7,6,4,165.18
350,2,2,3,2,2,3,3,2,2,3,3,2,3,5,3,2,5,4,4,3,8,7,7,7,6,3,114.422
350,2,2,3,2,2,2,4,2,3,2,3,2,3,5,2,2,5,4,4,3,8,7,7,6,6,5,192.199
350,1,2,3,2,2,3,3,2,3,2,3,2,2,5,3,2,5,4,4,3,8,7,7,6,7,3,94.003
350,2,2,3,2,2,2,4,2,2,3,3,2,2,5,3,2,5,4,4,3,8,7,7,6,7,3,77.396
350,1,2,2,3,2,2,4,2,2,3,3,2,3,5,2,3,5,4,4,3,8,7,7,7,6,4,109.292
350,1,2,3,2,2,3,3,2,3,3,3,2,3,5,3,2,5,4,4,3,8,7,7,6,6,4,147.561
350,2,2,3,2,3,2,4,2,2,3,3,2,3,5,3,2,5,4,4,3,8,7,7,6,6,4,170.825
350,2,2,3,2,2,2,4,2,3,2,3,2,3,5,3,3,5,4,4,3,9,7,6,6,6,1,320.862
350,2,2,3,2,2,3,3,3,2,3,3,2,3,5,2,2,5,4,4,3,8,7,7,6,6,3,75.708
350,1,2,3,2,2,3,3,2,3,2,3,2,3,5,3,2,5,4,4,3,8,7,7,6,5,5,279.358
350,2,2,3,2,2,3,3,2,3,2,3,2,3,5,3,2,5,4,4,3,8,7,8,7,6,5,241.864
350,1,2,3,2,2,3,3,2,3,3,3,2,3,5,3,2,5,4,4,3,8,7,7,8,7,3,88.307
350,2,2,3,2,2,3,3,2,3,2,3,2,3,5,2,2,5,4,4,3,8,7,7,6,6,3,72.706
350,2,2,3,3,2,2,4,2,3,2,3,2,4,5,2,3,5,4,4,3,8,7,7,6,6,4,180.417
350,1,2,2,3,2,2,4,2,2,2,3,2,3,5,3,2,5,4,4,3,8,7,7,6,6,3,88.307
350,2,3,2,3,2,2,4,2,2,3,3,2,2,5,3,2,5,4,4,3,8,7,7,6,7,3,72.706
350,1,4,3,3,4,2,4,4,3,3,4,2,3,5,3,3,5,5,5,4,9,10,10,8,10,5,223.688
350,2,4,3,3,2,3,5,3,2,3,3,2,3,5,3,3,5,4,5,4,8,10,9,10,10,5,193.665
350,2,3,3,2,3,4,4,2,3,4,3,3,3,5,2,3,5,4,4,5,9,8,8,10,8,6,132.766
350,1,3,4,2,3,4,4,2,3,4,4,2,4,5,3,3,5,4,5,4,5,6,5,5,6,5,223.688
350,2,3,4,3,3,4,4,2,3,2,3,2,3,5,2,3,5,5,4,4,8,10,8,9,8,4,190.436
350,2,4,3,3,4,3,4,4,3,4,4,2,3,5,4,2,5,4,5,4,8,10,9,10,8,3,100.64
350,1,3,4,3,3,4,4,3,4,2,3,2,3,5,4,3,5,5,5,4,8,9,10,8,9,3,83.655
350,2,3,3,4,3,2,4,4,3,2,4,3,2,5,4,3,5,5,5,5,8,10,8,8,10,3,68.876
350,1,4,3,3,4,2,5,3,4,3,5,2,4,5,3,4,5,5,5,4,8,10,9,10,10,6,248.945
350,2,4,4,2,4,3,4,4,2,4,4,3,3,4,3,4,5,5,5,4,8,10,9,9,8,6,188.87
350,1,3,4,4,2,4,4,3,2,4,3,2,4,5,3,2,5,5,5,4,8,10,9,10,10,4,124.493
350,2,2,3,4,3,2,5,4,3,4,3,2,4,5,3,4,5,5,5,3,10,10,9,10,8,4,144.12
350,1,4,3,3,4,3,4,4,3,2,4,2,4,5,2,3,5,5,5,4,8,10,9,10,10,6,347.245
350,2,4,3,2,3,3,5,3,3,2,4,3,4,5,4,3,5,5,5,4,8,10,10,9,10,6,263.448
350,2,3,4,2,3,3,5,3,2,3,3,3,3,5,4,3,5,5,5,5,8,10,10,9,10,6,263.448
350,1,3,4,3,3,2,5,3,4,3,4,3,3,5,3,2,5,4,5,4,9,10,8,8,10,6,347.245
350,1,3,3,2,3,4,4,4,3,2,4,3,2,5,3,3,5,3,5,5,9,10,10,10,10,3,124.15
350,2,3,4,2,3,4,4,3,4,3,4,2,4,5,3,2,5,5,5,5,10,10,9,9,8,3,102.217
350,2,2,4,3,4,3,4,4,3,1,4,3,2,5,4,2,5,5,4,5,9,8,7,6,8,2,460.881
350,1,2,3,3,4,2,4,3,4,3,5,4,4,5,3,2,5,4,5,5,8,7,8,7,7,3,205.016
350,2,3,3,2,4,3,4,2,3,4,4,3,2,5,3,3,5,4,5,4,8,10,10,8,10,6,263.448
350,1,4,3,3,4,2,5,3,3,4,3,2,3,5,4,3,5,4,5,5,10,10,8,9,6,6,347.245
350,2,4,3,3,2,3,5,3,2,3,4,3,3,5,3,2,5,3,5,4,7,8,7,6,8,6,263.448
350,1,3,4,3,2,3,4,4,3,4,3,2,3,5,3,3,5,4,5,5,6,8,10,7,9,6,347.245
350,1,4,3,2,3,2,4,4,3,2,5,2,3,5,3,2,5,5,5,4,8,10,9,7,10,6,177.405
350,2,3,2,4,3,4,4,3,4,4,4,3,4,5,2,3,4,5,5,5,10,10,8,9,9,6,134.594
350,2,3,2,4,4,4,4,3,4,3,3,2,3,5,2,4,5,5,5,4,7,8,7,8,8,2,235.461
350,2,3,3,4,3,4,4,2,3,4,3,2,3,5,3,3,5,3,5,5,9,10,8,9,10,5,152.613
350,1,3,4,3,2,3,4,4,3,2,5,2,4,5,3,4,5,5,5,4,8,7,10,7,10,6,149.57
350,2,3,4,3,3,2,4,4,3,2,4,3,4,5,4,4,5,4,5,5,8,10,7,7,7,6,113.476
350,1,4,3,3,4,2,5,3,3,4,4,2,3,5,3,4,5,5,5,4,8,7,8,8,8,6,1183.536
350,2,4,3,3,4,2,5,3,3,4,4,3,3,5,3,3,5,2,3,4,10,10,8,7,9,6,196.667
350,1,4,3,4,3,4,3,3,3,2,5,4,2,5,4,3,5,3,5,5,9,10,8,7,10,5,151.928
350,2,4,3,3,4,2,5,3,3,2,4,2,4,5,3,4,5,5,5,4,9,7,10,7,10,4,129.344
350,1,2,4,3,3,4,5,3,4,3,3,2,4,5,2,3,5,4,5,4,9,10,10,7,10,6,347.245
350,2,4,3,3,2,3,5,3,2,3,4,3,3,5,3,3,5,5,4,5,10,10,9,9,8,6,263.448
350,2,4,2,3,4,3,4,4,3,3,4,2,3,4,3,4,5,3,5,5,8,10,10,8,10,2,245.181
350,1,2,4,4,3,4,4,3,4,3,4,2,4,5,2,3,5,4,5,5,8,10,9,9,8,2,470.042
350,1,4,3,3,4,2,5,3,3,4,4,2,3,5,3,4,5,5,5,4,8,10,9,9,10,3,123.177
350,2,4,4,3,4,3,4,4,3,2,3,2,4,5,3,5,5,4,5,3,9,8,10,9,8,3,101.416
350,2,3,4,2,3,4,4,3,4,3,5,4,3,5,2,4,5,4,5,3,10,10,9,9,10,3,101.416
350,1,4,3,4,2,3,5,3,3,4,5,4,3,5,4,4,5,4,4,4,9,8,10,9,8,3,123.177
350,1,4,3,4,3,2,4,4,4,3,4,2,4,5,3,5,5,4,5,3,8,10,9,9,10,3,146.101
350,2,2,3,4,3,4,4,3,4,3,4,3,3,5,3,3,5,4,5,3,8,9,10,8,10,2,328.437
350,2,4,1,3,4,2,4,4,3,4,4,3,2,5,3,4,5,3,5,5,7,8,10,7,9,5,205.01
350,1,2,4,4,3,4,5,3,2,3,4,3,4,5,3,5,5,4,5,3,10,10,9,9,8,6,248.152
350,2,2,4,3,4,3,4,4,3,2,3,2,3,5,4,4,5,4,5,5,10,10,9,9,8,6,262.609
350,1,4,4,2,4,3,4,2,4,4,4,3,3,5,2,4,5,3,5,4,8,7,8,8,10,6,346.139
350,1,3,4,2,3,3,5,3,2,3,4,3,4,5,3,3,5,5,5,3,8,10,10,8,8,5,168.744
350,2,4,3,3,4,2,4,4,4,2,4,3,3,5,3,4,5,5,5,4,10,10,9,9,8,2,234.711
350,2,2,3,4,2,3,5,4,3,3,4,2,3,5,4,4,5,5,4,4,8,7,8,8,10,5,146.096
350,1,3,2,4,2,2,4,2,3,3,4,2,3,5,4,4,5,5,4,4,10,8,10,9,9,3,172.298
350,2,2,3,3,4,4,4,3,4,3,4,3,3,5,3,3,5,4,5,3,9,10,8,9,9,3,141.859
350,1,3,4,3,2,3,5,4,3,4,4,3,4,5,3,5,5,5,4,4,8,7,8,8,8,5,168.744
350,2,3,3,4,3,2,5,3,3,4,3,2,2,5,2,5,5,5,5,3,10,8,9,9,8,5,146.096
350,1,3,4,3,2,3,5,4,3,1,4,3,3,5,3,4,5,4,5,4,8,10,9,9,8,4,145.938
350,2,3,2,3,4,3,4,2,3,4,4,3,3,4,3,5,5,3,5,4,8,10,9,9,8,4,168.946
350,2,4,2,4,4,3,5,3,4,4,5,4,3,4,3,5,5,4,5,3,8,8,8,7,8,2,206.053
350,1,3,3,5,3,2,5,3,3,4,4,3,4,5,3,5,5,3,5,4,6,7,8,6,8,2,333.898
350,2,3,4,5,2,3,5,3,2,3,4,3,3,5,3,4,5,3,5,5,8,9,10,9,8,2,289.145
350,1,4,3,3,4,3,4,4,3,4,4,2,3,5,4,3,5,4,5,3,9,10,8,7,10,3,91.66
350,2,3,2,4,4,2,4,3,4,3,3,3,4,5,3,5,5,5,4,2,8,10,9,8,10,3,76.467
350,1,2,3,5,2,3,4,4,3,3,4,4,4,5,3,5,5,4,5,3,8,10,10,8,9,3,92.875
350,1,4,2,4,2,4,4,3,4,3,3,2,4,5,2,4,4,4,4,2,10,10,8,9,9,5,150.105
350,2,2,3,5,2,4,5,3,3,4,4,2,3,4,3,3,5,5,4,4,7,10,8,9,9,5,129.958
350,2,3,4,4,3,2,4,1,3,3,4,2,3,5,3,3,5,4,5,2,8,10,10,8,10,3,48.127
350,1,4,2,4,4,3,4,4,3,4,4,2,3,5,2,4,5,5,5,3,9,8,10,9,8,6,157.306
350,2,3,4,4,3,4,4,3,2,3,4,3,3,5,4,4,5,5,5,3,8,8,10,8,10,6,119.345
350,1,4,4,4,2,3,4,4,3,2,3,3,3,5,1,4,4,4,5,2,8,10,9,9,10,3,58.454
350,1,3,2,4,3,4,4,4,3,4,3,3,3,4,3,4,5,4,4,2,9,8,10,8,9,4,118.155
350,2,3,3,3,3,4,3,3,3,3,4,3,3,4,3,4,5,4,5,2,9,9,10,9,9,4,136.783
350,1,2,3,4,3,4,5,3,4,3,3,3,3,4,3,4,5,4,4,2,10,8,10,8,9,1,289.475
350,1,3,2,3,3,4,4,4,3,3,4,3,2,5,3,4,5,5,5,2,8,6,8,8,9,5,190.08
350,2,3,2,4,3,4,4,2,3,3,4,2,3,4,3,4,5,4,5,2,8,6,8,6,7,5,164.568
350,1,2,3,3,2,4,4,4,3,3,4,3,2,5,2,4,5,4,5,2,10,6,7,9,9,2,361.205
350,1,2,1,2,2,4,3,3,3,3,3,2,3,4,3,4,5,4,4,2,9,6,8,8,8,3,357.619
350,2,3,3,5,3,4,3,4,4,4,5,4,3,4,3,4,5,4,5,2,10,8,10,8,9,3,294.44
350,1,3,2,4,3,4,3,3,4,4,4,3,3,4,3,4,5,4,4,2,9,8,9,9,9,4,99.429
350,2,3,2,4,3,4,3,3,4,4,3,3,3,4,3,4,5,4,4,2,10,9,9,8,9,3,68.876
350,1,2,2,3,3,4,4,3,4,4,4,3,2,5,2,4,5,4,4,2,8,6,7,7,7,5,190.08
350,2,3,2,3,3,4,4,3,3,4,4,2,2,5,3,4,5,4,4,2,10,6,7,8,9,4,161.825
350,1,3,2,3,3,4,5,3,3,3,4,3,2,5,3,4,5,4,4,2,8,9,9,8,8,5,200.652
350,2,3,3,3,3,5,4,3,2,3,2,2,3,3,3,4,5,4,3,2,8,9,9,8,9,5,173.721
350,2,3,2,3,3,5,4,3,2,3,4,3,3,3,3,4,5,4,3,3,10,8,9,7,9,3,102.217
350,1,3,2,4,3,3,4,3,4,3,3,3,4,4,3,4,5,4,4,2,10,8,9,9,9,3,88.307
350,2,3,2,4,3,4,3,4,4,3,4,3,3,3,3,4,5,4,4,2,10,8,9,8,9,3,72.706
350,1,3,2,4,3,4,3,3,3,4,3,2,2,4,3,4,5,4,4,2,9,8,10,8,9,6,248.945
350,2,3,2,4,3,5,4,3,2,3,3,3,2,4,3,4,5,4,3,2,9,10,9,8,9,6,188.87
350,2,3,3,3,2,4,4,4,4,3,5,2,2,4,2,3,5,4,3,2,10,7,10,8,9,3,121.013
350,1,3,2,3,3,4,3,3,3,3,4,2,2,4,3,4,5,4,4,2,9,7,8,8,9,4,111.938
350,2,3,2,3,3,5,4,3,3,3,3,2,3,3,3,4,5,4,4,2,9,8,8,8,9,3,77.541
350,1,2,3,3,2,4,5,3,4,4,2,3,2,4,3,4,5,4,4,2,8,9,8,7,8,4,111.729
350,2,3,2,3,3,4,3,3,3,3,3,3,2,4,3,4,5,4,3,2,9,8,9,8,9,4,129.344
350,1,3,2,4,3,5,4,3,3,3,4,2,2,4,3,4,5,4,4,2,10,7,8,8,9,1,273.731
350,1,3,2,3,3,4,5,3,4,4,4,3,3,3,3,4,5,4,3,3,8,9,9,8,9,5,237.994
350,2,3,2,4,3,5,4,3,4,4,4,2,4,3,3,4,5,4,4,3,9,10,8,8,10,5,206.051
350,1,3,2,4,3,5,4,3,3,3,4,2,4,4,2,4,5,4,4,2,10,9,8,9,9,4,124.493
350,2,3,2,4,3,4,3,3,3,3,4,3,4,3,3,4,5,4,3,2,9,10,8,9,9,6,134.594
350,1,2,3,4,3,4,3,3,3,3,4,1,4,3,3,4,5,4,4,3,10,9,9,9,9,3,123.918
350,2,3,2,4,3,4,3,3,3,3,3,2,4,3,3,4,5,4,4,2,10,8,8,8,8,3,102.026
350,1,3,2,4,3,4,5,3,4,4,4,3,4,3,3,4,5,4,3,2,9,7,9,8,8,3,88.307
350,2,3,2,4,3,4,4,4,4,3,4,4,4,3,3,4,5,4,4,2,10,9,8,9,8,3,72.706
350,1,3,3,4,3,4,4,4,4,3,3,3,3,4,3,4,5,4,3,2,8,9,9,8,9,4,104.959
350,2,3,2,4,3,4,4,3,4,4,4,3,4,3,3,4,5,4,3,2,10,8,8,9,8,3,72.706
350,1,3,2,4,3,4,3,3,3,3,4,3,4,3,3,4,5,4,4,2,10,9,8,8,8,3,124.15
350,2,3,2,4,3,4,3,3,3,3,3,2,4,3,3,4,5,4,3,2,10,8,8,9,8,3,102.217
350,1,3,2,4,3,4,4,4,4,3,4,3,4,3,3,4,5,4,4,2,8,9,7,8,8,5,200.652
350,2,3,2,4,3,5,4,3,3,3,4,3,3,4,3,4,5,4,4,2,8,9,9,9,8,5,173.721
350,1,3,2,4,3,5,4,3,2,3,3,3,4,3,3,4,5,4,4,2,9,10,8,8,8,4,124.726
350,2,3,2,4,3,4,4,4,3,3,4,3,4,3,3,4,5,4,4,2,8,9,8,6,8,4,144.39
350,1,3,2,4,3,4,5,3,3,3,4,2,4,3,3,4,5,4,4,2,8,9,8,9,8,6,249.412
350,2,3,3,3,3,4,5,3,4,4,3,3,4,4,3,4,5,4,3,2,8,10,8,9,9,5,206.051
350,1,3,2,4,3,4,3,3,3,3,4,3,4,3,3,4,5,4,4,2,10,6,9,8,8,3,147.255
350,1,3,2,3,3,5,4,3,4,4,4,2,4,4,3,4,5,4,4,2,8,9,8,8,7,4,175.022
350,2,3,3,3,3,4,3,3,4,4,4,3,4,4,2,4,5,4,4,2,8,9,9,9,8,4,202.616
350,1,3,3,3,2,4,4,3,4,4,4,3,3,4,3,4,5,4,3,2,8,9,8,7,8,3,94.179
350,2,2,3,4,3,4,3,3,3,3,5,3,3,4,3,4,5,4,3,2,10,9,6,6,6,3,77.541
350,1,3,2,4,3,4,3,3,4,3,4,3,4,3,3,4,5,4,3,2,8,9,9,9,8,5,213.593
350,2,3,2,4,3,4,5,3,3,3,4,3,4,3,3,4,5,4,3,2,8,10,8,8,8,5,184.925
350,2,3,3,3,3,4,3,3,3,4,4,3,4,4,3,4,5,4,4,2,10,6,9,9,8,2,297.092
350,1,3,2,4,3,4,3,3,3,3,4,3,4,3,3,4,5,4,4,2,10,9,9,9,8,4,104.959
350,2,3,4,3,3,5,4,3,3,3,3,2,4,4,3,4,5,4,4,2,9,8,9,8,9,4,121.507
350,1,3,2,3,3,4,4,4,3,3,3,2,4,3,3,4,5,4,4,2,9,8,9,8,8,4,232.224
350,2,3,2,3,3,4,5,3,4,4,4,2,4,3,3,4,5,4,4,2,9,10,8,8,9,4,268.836
350,1,3,2,4,3,4,3,3,3,3,3,2,4,3,3,4,5,4,3,2,10,9,7,8,8,3,88.473
350,2,3,2,4,3,4,3,3,4,4,5,3,4,3,3,4,5,4,4,2,10,9,8,9,8,3,72.843
350,1,2,3,4,3,4,3,3,3,4,3,2,3,4,3,4,5,4,4,2,10,8,8,8,8,4,105.156
350,2,3,4,4,3,5,4,4,3,4,4,3,4,5,3,4,5,4,3,2,8,9,9,8,8,4,121.734
350,1,3,3,4,2,4,4,5,3,3,4,2,4,3,3,4,5,4,3,2,9,8,8,8,8,3,123.177
350,2,3,3,3,3,4,4,5,3,4,3,2,3,4,3,4,5,4,4,2,10,8,9,9,8,3,101.416
350,1,3,3,3,3,4,5,5,3,3,4,2,4,3,3,4,5,4,4,2,9,8,9,8,8,4,147.561
350,2,3,2,3,3,4,5,4,3,4,4,3,4,4,2,4,5,4,4,2,9,8,8,9,8,4,170.825
350,2,3,3,3,3,4,4,5,4,3,4,2,4,3,3,4,5,4,4,2,10,7,8,9,6,1,320.862
350,1,3,2,3,2,4,5,4,4,4,4,2,3,4,3,4,5,4,3,2,9,8,8,8,8,4,175.022
350,2,3,2,4,3,5,4,4,3,2,3,3,3,4,3,4,5,4,3,2,9,8,9,9,8,4,202.616
350,2,3,2,4,3,4,5,4,3,3,4,3,4,4,2,4,5,4,4,2,10,6,9,9,8,1,380.576
350,1,3,2,4,3,3,4,4,3,3,4,2,4,3,3,4,5,4,2,2,8,5,6,6,6,3,123.177
350,2,2,1,2,2,4,4,4,4,4,5,3,3,4,2,4,5,4,2,2,8,5,6,6,5,3,101.416
350,1,2,2,3,3,4,4,3,3,3,4,3,3,4,2,4,5,3,2,1,6,6,6,6,6,5,213.543
350,2,2,3,4,3,4,4,4,3,4,4,2,3,4,2,4,5,4,3,1,7,6,7,7,6,5,184.882
350,2,2,2,3,3,4,4,4,4,4,4,2,3,4,2,4,5,4,3,1,8,7,7,7,6,2,297.023
350,1,3,2,3,2,4,4,3,3,3,4,3,3,4,2,4,5,4,3,2,7,6,6,6,5,6,186.106
350,2,3,3,3,3,4,4,4,3,3,4,3,3,4,3,4,5,5,3,2,7,6,6,5,5,6,141.195
350,1,3,2,4,3,4,5,5,3,3,4,3,4,3,3,4,5,4,4,2,8,9,9,8,8,5,200.605
350,2,3,2,4,3,5,4,4,3,3,3,2,4,3,3,4,5,4,3,2,8,9,8,8,8,5,173.68
350,2,3,2,4,3,4,3,4,3,3,4,3,4,3,3,4,5,4,4,2,10,6,9,8,9,3,102.193
350,1,2,2,3,3,4,4,4,4,4,5,3,3,4,2,4,5,4,3,2,8,6,6,7,6,3,78.774
350,2,3,2,3,3,4,4,4,3,3,4,2,3,4,2,4,5,4,3,2,8,6,6,6,6,3,64.857
350,1,3,2,4,3,5,4,4,4,4,3,2,5,4,3,4,5,4,4,2,8,9,9,8,8,5,151.008
350,2,3,4,4,3,4,5,5,3,3,4,3,4,3,3,4,5,4,4,2,8,7,9,8,8,5,130.74
350,1,4,3,4,4,4,5,4,4,3,4,3,4,5,4,4,5,4,3,3,9,8,8,8,8,3,131.121
350,2,3,4,4,3,4,4,5,3,3,4,3,4,5,4,4,5,4,3,2,9,8,8,8,7,3,107.957
350,2,4,3,4,4,4,4,3,3,3,4,3,3,5,3,4,5,4,4,2,9,8,8,8,8,5,204.436
350,2,4,3,4,4,5,4,4,3,3,4,3,4,4,3,5,5,5,4,3,9,8,8,8,7,2,328.437
350,2,4,3,5,3,4,5,4,3,3,4,4,5,4,4,4,5,4,3,2,9,8,8,8,8,5,204.436
350,2,3,3,5,4,5,5,3,3,3,4,3,4,4,4,4,5,4,4,3,9,9,7,8,8,3,120.29
350,2,4,3,4,4,4,4,5,3,3,4,3,3,5,3,4,5,4,3,3,9,7,8,5,8,5,205.665
350,2,3,4,4,4,5,4,5,3,3,4,3,4,5,4,4,5,4,3,3,9,9,8,7,7,5,205.665
350,1,4,3,5,3,4,4,5,3,3,4,3,4,5,3,4,5,4,3,2,9,8,8,8,9,2,451.408
350,2,4,3,5,3,4,5,5,3,4,4,2,4,5,3,5,5,4,3,3,9,8,8,8,8,3,151.491
350,1,4,3,4,4,4,5,4,4,3,4,3,4,5,4,4,5,4,3,3,9,8,8,8,7,4,218.693
350,1,4,3,4,4,3,4,3,3,3,4,3,3,5,3,5,5,4,4,3,8,4,7,5,7,6,2584.886
350,2,4,3,4,4,4,5,3,3,3,4,3,4,5,4,4,5,4,4,3,8,5,8,7,6,6,429.527
350,2,4,3,4,4,4,5,3,3,4,4,3,5,4,4,4,5,4,4,3,9,7,8,7,8,5,626.547
350,2,3,3,4,4,5,5,3,3,4,4,3,4,5,4,4,5,4,4,3,10,7,8,8,8,2,1006.581
350,2,4,3,4,4,5,5,3,3,3,4,3,3,5,3,5,5,4,3,3,9,8,8,7,7,5,205.665
350,2,3,3,4,4,5,4,3,3,4,4,3,4,5,4,4,5,5,4,3,9,7,8,8,8,2,330.412
350,2,4,3,5,4,4,5,3,3,4,4,3,4,5,4,5,5,4,4,3,8,5,8,7,7,6,1961.105
350,2,4,3,5,4,4,5,3,3,4,4,3,4,5,4,5,5,4,4,3,8,4,7,7,7,6,1961.105
350,2,4,3,4,4,4,5,4,3,4,4,3,4,5,4,5,5,4,4,2,8,4,8,7,8,6,429.527
350,2,4,3,5,3,4,5,4,3,4,4,3,4,5,4,4,5,4,4,3,8,4,8,7,8,6,429.527
350,1,4,3,4,3,5,4,3,3,4,4,3,4,5,4,5,5,4,4,2,8,4,7,6,7,6,566.149
350,2,4,3,5,3,4,5,3,3,4,4,2,4,5,4,4,5,4,4,3,9,5,7,7,8,4,616.102
350,2,4,3,5,4,4,5,3,4,3,4,3,4,5,3,5,5,4,3,2,8,5,7,6,7,6,1961.105
350,1,4,3,4,3,4,5,3,3,4,4,2,5,5,3,5,5,3,3,2,9,6,8,7,8,5,213.193
350,2,3,2,4,4,5,5,3,3,4,3,2,4,5,4,4,5,4,4,3,9,7,9,8,8,1,340.918
350,2,3,2,4,4,4,5,3,3,4,3,2,4,5,4,4,5,4,4,3,9,7,8,8,8,1,340.918
350,2,4,3,4,3,5,5,4,3,4,4,2,4,5,3,5,5,4,4,3,8,5,7,6,7,5,626.547
350,2,4,3,4,4,5,5,3,3,4,4,2,4,4,4,4,5,4,4,3,8,5,7,7,7,6,429.527
350,2,5,4,5,4,5,5,5,4,4,4,3,2,2,1,4,5,5,3,1,10,8,9,8,8,4,201.028
350,2,5,4,5,5,5,5,5,4,4,4,4,2,2,1,2,5,5,3,1,10,9,9,8,9,2,328.437
350,1,5,3,4,4,5,5,5,4,4,4,3,2,2,1,2,5,5,3,1,10,9,9,7,9,4,153.365
350,2,5,4,5,5,5,5,5,4,4,5,3,2,2,1,2,5,5,3,1,9,8,8,7,7,5,128.668
350,2,5,4,5,5,5,5,5,4,4,4,3,2,2,1,2,5,5,3,1,10,9,9,8,9,4,201.028
350,2,5,3,3,4,5,5,5,4,4,4,3,2,2,1,3,5,5,3,1,10,9,9,8,8,1,377.593
350,2,5,4,5,5,5,5,5,4,4,5,4,2,2,1,2,5,5,3,1,10,8,9,8,8,5,257.463
350,2,5,4,5,5,5,5,5,4,4,5,4,2,2,1,2,5,5,3,1,10,8,8,8,8,2,413.629
350,2,5,4,5,5,5,5,5,4,4,5,3,2,2,1,2,5,5,3,1,10,9,8,8,9,5,257.463
350,2,5,4,5,5,5,5,5,4,4,5,3,2,2,1,3,5,5,3,1,9,8,8,9,9,1,475.535
350,1,5,4,4,5,5,5,5,4,4,5,3,2,2,1,2,5,5,3,1,9,9,8,9,8,3,109.065
350,1,5,4,3,4,5,5,5,4,4,5,3,2,2,1,3,5,5,3,1,10,8,9,8,8,4,109.292
350,1,5,2,3,4,5,5,5,4,4,5,3,2,2,1,3,5,5,3,1,10,8,9,9,8,3,281.813
350,2,4,3,4,4,5,5,5,4,4,4,3,2,3,1,2,5,5,4,2,7,6,8,8,8,6,140.15
350,2,5,3,5,5,5,5,5,4,4,4,4,2,2,1,2,5,5,4,1,6,5,8,7,8,6,639.888
350,2,5,4,5,5,4,4,4,3,4,4,4,2,2,1,2,5,5,4,1,8,7,8,8,8,6,897.927
350,2,4,3,3,4,5,5,5,4,4,4,4,2,2,1,2,5,5,4,1,7,7,8,7,8,6,897.927
350,1,5,4,5,5,5,5,5,4,4,4,3,2,2,1,2,5,5,5,1,9,8,8,7,9,5,208.544
350,2,5,4,5,5,5,5,5,4,4,4,3,2,2,1,2,5,5,2,1,9,7,8,9,7,2,220.044
350,1,5,4,5,5,5,5,5,4,4,5,3,2,2,1,2,5,5,2,1,9,8,8,7,7,4,109.292
350,2,5,4,5,5,5,5,5,4,4,5,3,2,2,1,2,5,5,4,1,8,8,8,8,8,6,196.667
350,2,5,4,5,5,5,5,5,4,4,5,4,2,2,1,2,5,5,4,1,8,8,7,8,8,6,196.667
350,2,5,4,5,5,5,5,5,4,4,5,3,2,2,1,2,5,5,4,1,8,7,8,8,8,4,201.028
350,2,5,4,5,5,5,5,5,4,4,4,3,2,2,1,4,5,5,5,1,9,7,8,8,8,2,328.437
350,2,5,4,5,5,5,5,5,4,4,4,4,2,2,1,2,5,5,4,1,9,7,8,7,8,4,180.417
350,2,5,4,4,5,5,5,5,4,4,4,4,2,2,1,2,5,5,2,1,9,8,9,8,8,2,294.763
350,2,5,4,5,5,5,5,5,4,4,5,3,2,2,1,2,5,5,4,1,9,7,8,8,8,5,204.436
350,1,5,4,3,4,5,5,5,4,4,5,3,2,2,1,3,5,5,3,1,9,9,8,9,8,1,425.437
350,1,5,4,5,5,5,5,5,4,4,5,4,2,2,1,3,5,5,3,1,10,8,8,8,9,4,146.404
350,2,5,4,5,5,5,5,5,4,4,5,1,2,2,1,3,5,5,3,1,10,8,8,8,8,3,101.416
350,1,5,4,5,5,5,5,5,4,4,5,4,2,2,1,3,5,5,3,1,10,8,8,7,8,4,171.999
350,1,5,4,5,3,5,5,5,4,4,5,3,2,2,1,2,5,5,3,1,9,8,7,8,7,4,241.358
350,1,4,3,3,4,5,5,5,4,4,5,4,2,2,1,2,5,5,4,1,9,8,9,8,8,4,241.358
350,1,5,4,3,4,5,5,5,4,4,5,4,2,2,1,2,5,5,3,1,9,7,8,8,8,5,331.348
350,2,5,4,3,3,5,5,5,4,4,5,4,2,2,1,3,5,5,3,1,9,8,9,7,8,5,286.876
350,2,5,4,3,4,4,4,4,3,4,5,3,2,2,1,2,5,5,3,1,10,8,8,9,8,4,126.523
350,2,5,4,3,4,4,4,5,3,3,5,3,2,2,1,2,5,5,3,1,9,7,8,8,8,5,128.668
350,1,5,4,3,4,5,5,5,4,4,5,3,2,2,1,2,5,5,3,1,8,8,7,8,8,6,259.221
350,2,5,4,3,4,5,5,5,4,4,5,3,2,2,1,3,5,5,4,1,9,8,9,8,8,6,263.448
350,1,5,4,3,4,5,5,5,4,4,5,4,2,2,1,2,5,5,4,1,9,8,9,8,8,4,243.676
350,2,5,4,4,4,4,4,5,4,4,5,4,2,2,1,2,5,5,3,1,9,8,9,8,9,5,256.643
350,1,5,4,3,4,5,5,5,4,4,5,4,2,2,2,2,5,5,4,1,10,8,9,8,8,5,296.429
